cve_id,published_date,last_modified,cvss_v3_score,cvss_v3_severity,cvss_v2_score,cvss_v2_severity,summary,vendor,product,version,references
CVE-2020-2577,2020-01-15T17:15:18.707,2024-11-21T05:25:36.433,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: InnoDB). Supported versions that are affected are 5.7.28 and prior and 8.0.18 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.18,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2579,2020-01-15T17:15:18.847,2024-11-21T05:25:36.850,6.5,MEDIUM,4.0,MEDIUM,"Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 5.6.46 and prior, 5.7.28 and prior and 8.0.18 and prior. Easily exploitable vulnerability allows low privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 6.5 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).",oracle,mysql,>= 5.6.0 <= 5.6.46,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2579,2020-01-15T17:15:18.847,2024-11-21T05:25:36.850,6.5,MEDIUM,4.0,MEDIUM,"Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 5.6.46 and prior, 5.7.28 and prior and 8.0.18 and prior. Easily exploitable vulnerability allows low privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 6.5 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).",oracle,mysql,>= 5.7.0 <= 5.7.28,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2579,2020-01-15T17:15:18.847,2024-11-21T05:25:36.850,6.5,MEDIUM,4.0,MEDIUM,"Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 5.6.46 and prior, 5.7.28 and prior and 8.0.18 and prior. Easily exploitable vulnerability allows low privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 6.5 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).",oracle,mysql,>= 8.0.0 <= 8.0.18,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2580,2020-01-15T17:15:18.927,2024-11-21T05:25:37.063,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: DDL). Supported versions that are affected are 8.0.17 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 < 8.0.18,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2584,2020-01-15T17:15:19.207,2024-11-21T05:25:37.980,4.4,MEDIUM,3.5,LOW,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Options). Supported versions that are affected are 5.7.28 and prior and 8.0.18 and prior. Difficult to exploit vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all MySQL Server accessible data. CVSS 3.0 Base Score 4.4 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N).,oracle,mysql,>= 5.7.0 <= 5.7.28,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2584,2020-01-15T17:15:19.207,2024-11-21T05:25:37.980,4.4,MEDIUM,3.5,LOW,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Options). Supported versions that are affected are 5.7.28 and prior and 8.0.18 and prior. Difficult to exploit vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all MySQL Server accessible data. CVSS 3.0 Base Score 4.4 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N).,oracle,mysql,>= 8.0.0 <= 8.0.18,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2588,2020-01-15T17:15:19.487,2024-11-21T05:25:38.873,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: DML). Supported versions that are affected are 8.0.18 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.18,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2589,2020-01-15T17:15:19.550,2024-11-21T05:25:39.140,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: InnoDB). Supported versions that are affected are 5.7.28 and prior and 8.0.17 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 5.7.0 <= 5.7.28,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2589,2020-01-15T17:15:19.550,2024-11-21T05:25:39.140,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: InnoDB). Supported versions that are affected are 5.7.28 and prior and 8.0.17 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 < 8.0.18,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2627,2020-01-15T17:15:22.037,2024-11-21T05:25:46.640,6.5,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Parser). Supported versions that are affected are 8.0.18 and prior. Easily exploitable vulnerability allows low privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 6.5 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.18,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2660,2020-01-15T17:15:24.397,2024-11-21T05:25:55.600,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 5.7.28 and prior and 8.0.18 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 5.7.0 <= 5.7.28,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2660,2020-01-15T17:15:24.397,2024-11-21T05:25:55.600,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 5.7.28 and prior and 8.0.18 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.18,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2679,2020-01-15T17:15:25.677,2024-11-21T05:25:58.767,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.18 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.18,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2686,2020-01-15T17:15:26.097,2024-11-21T05:25:59.847,6.5,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.18 and prior. Easily exploitable vulnerability allows low privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 6.5 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.18,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2694,2020-01-15T17:15:26.597,2024-11-21T05:26:01.350,3.1,LOW,3.5,LOW,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Information Schema). Supported versions that are affected are 8.0.18 and prior. Difficult to exploit vulnerability allows low privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized read access to a subset of MySQL Server accessible data. CVSS 3.0 Base Score 3.1 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N).,oracle,mysql,>= 8.0.0 <= 8.0.18,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html; https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-8504,2020-01-31T22:15:12.027,2024-11-21T05:38:57.413,6.5,MEDIUM,4.3,MEDIUM,School Management Software PHP/mySQL through 2019-03-14 allows office_admin/?action=addadmin CSRF to add an administrative user.,arox,school_management_software_php\/mysql,<= 2019-03-14,https://github.com/J3rryBl4nks/SchoolERPCSRF; https://github.com/J3rryBl4nks/SchoolERPCSRF
